Sale_Price,Gr_Liv_Area,Garage_Area
224900,1768,543
240000,2327,596
183000,1640,595
207000,1764,560
210000,1908,493
136500,848,420
145000,848,420
208900,1493,508
185000,1838,721
214000,1536,532
208500,1710,548
186500,1445,470
210000,1436,484
185900,1582,520
179900,1234,484
218836,1564,814
193000,1361,610
189000,1456,410
149300,848,420
141000,848,420
149000,848,420
144500,848,420
85000,796,0
145900,2200,0
123000,1092,264
147500,1256,276
165000,1033,504
135000,1127,480
108000,996,0
137500,1181,588
165400,1656,397
147000,1117,542
160500,1398,440
176000,1132,451
284700,3820,624
160000,5642,1418
148000,1072,525
82000,1152,0
118000,1440,0
82500,1152,0
91900,784,0
120000,1053,0
96000,1137,0
99000,930,286
130500,1200,240
135000,1470,548
135500,1393,300
100000,1204,312
108000,1292,205
98000,864,0
67000,864,0
135900,1716,0
140000,1482,400
179500,2192,240
136500,1694,576
168000,1424,312
130000,1964,0
189000,2601,621
161900,1920,480
145000,1316,369
191000,2555,672
177000,1680,308
147500,1264,400
91000,790,160
231000,1512,180
115000,1639,240
138000,1603,599
149000,1502,270
188700,1660,240
198000,1938,240
110000,1374,225
104000,1091,344
257076,1873,786
381000,3447,1014
311500,1954,431
263400,2161,506
236500,1898,484
224000,1640,924
116500,1032,462
151000,1556,452
126000,919,195
120000,1090,240
55000,796,0
120500,816,432
120500,778,924
119000,1200,0
126000,1656,288
99500,912,360
165500,1955,356
13100,733,487
89000,1361,185
40000,1317,250
80900,1049,195
81000,894,1248
65000,864,216
392500,1652,482
294464,1648,525
250000,1646,482
275000,1646,482
300000,2032,786
271000,1689,857
213000,1820,816
171000,1118,358
171500,1279,473
100000,1872,484
228500,1689,432
228950,1786,529
241500,1501,512
287000,2898,665
294000,1537,788
293077,1646,800
264966,1780,612
172500,1442,400
167500,1394,400
218689,1612,666
150000,1495,438
184000,1651,616
180000,1256,578
175000,1509,600
232500,1440,467
195000,1675,435
305000,2262,749
298751,1728,520
370000,1964,892
209200,1344,784
206300,1344,784
146000,1092,0
160500,1189,392
173000,1200,850
124000,1040,499
115000,1304,336
129500,1475,336
105000,988,297
94900,988,297
152500,1160,257
98000,1092,0
81000,630,0
113000,988,520
128500,816,264
119500,923,264
130500,816,264
138000,816,816
134500,845,264
160000,1750,423
137500,889,484
172000,1968,530
103000,1836,288
167300,1587,525
167000,1277,526
244000,2223,516
268000,2217,621
225000,1733,433
168000,1572,373
177000,1470,388
169000,1600,460
161500,1384,390
251000,1652,499
160000,1694,398
180000,1714,451
178750,1553,420
176000,1253,402
204000,2299,482
160000,1187,420
160000,1472,402
163900,1482,392
168000,1642,392
154204,1128,480
170000,1088,461
207500,2090,577
182000,1179,480
212000,1321,484
377426,1922,676
349265,2541,729
591587,2338,1110
155000,1424,828
319900,1612,556
392000,1419,567
441929,2234,724
455000,2042,724
182900,1440,467
174000,1284,480
178000,1868,477
176000,1479,484
213000,1664,663
192000,1930,481
190000,1969,534
195000,2030,551
148000,1032,564
151500,1177,495
197000,1725,550
192350,1353,478
152000,1620,462
170000,1220,944
175000,1484,487
175000,1743,539
197900,1935,550
174000,1324,585
178900,1877,488
139000,1109,288
143250,981,576
184000,1479,484
155000,1422,576
133000,914,368
119500,950,280
123000,872,480
110000,858,684
128000,914,270
120500,864,528
133000,767,367
155000,1337,511
177000,1337,522
113500,1092,264
113000,1218,264
113700,1218,264
106000,1302,440
122500,1365,440
128000,958,440
155000,1548,440
142500,1055,319
129250,988,360
356000,1816,730
314813,1828,774
318000,1694,818
322400,1694,856
318000,1734,928
345474,2122,938
415298,2121,732
492000,2656,1040
338931,2550,670
450000,2046,878
280000,2172,947
479069,2552,932
395000,1973,895
380000,2643,694
250000,1634,866
440000,1976,908
418000,2758,814
500067,2290,1174
260116,2152,728
317000,2473,852
319500,2100,786
325624,2161,789
372000,1802,843
342000,2956,916
354000,2468,872
350000,2385,818
285000,2374,656
281500,1818,774
245700,1614,878
232698,1721,554
250000,1828,876
194700,1362,460
204000,1302,631
200000,1302,631
207000,1362,460
209500,1554,627
202500,1370,484
280000,1577,564
277500,1561,556
318061,1869,617
221370,1324,550
200000,1405,478
181755,1496,572
176000,1536,400
178900,1484,393
168165,1458,454
171925,1495,440
198444,1746,350
203000,1326,388
179540,1456,400
176485,1302,436
181134,1340,396
156932,1412,432
166000,1504,440
177594,1456,400
173500,1258,462
172500,1258,648
194201,1402,648
226500,1589,630
185485,1266,388
259000,1530,630
188500,1119,437
175000,1374,400
215000,1959,434
206580,1525,534
183500,1720,440
165500,1394,400
211000,1948,434
181000,1690,463
219500,1995,435
175000,1647,460
170000,1430,400
162000,1320,400
187000,1690,442
185000,1644,460
745000,4476,813
384500,2551,925
248000,2285,648
466500,2633,804
410000,3078,806
322500,2582,758
252000,2385,600
755000,4316,832
269790,2013,455
315750,2398,834
290000,2520,721
290000,2531,752
430000,3228,546
263000,2202,517
330000,2538,933
213133,1369,605
260261,1542,852
320000,1905,788
282922,1464,754
215000,1534,484
419005,1966,1092
255000,1636,865
147000,1795,895
235876,1528,480
311872,1726,786
248328,1689,954
227000,1588,825
260000,1538,484
225000,1496,474
249000,1506,672
307000,1694,636
250000,1977,574
221300,1830,859
208900,1338,598
210400,1335,575
255000,1792,590
212109,1588,561
270000,1959,1025
303477,2610,550
310013,1880,880
249700,1656,826
227875,1761,578
261329,1584,594
253000,1685,658
265000,2443,744
340000,2466,610
146000,1100,0
147000,1143,0
149000,1094,576
181000,1486,566
201000,1721,471
191750,1820,492
179000,1349,539
215000,1494,514
179200,1575,529
128000,1266,283
144000,884,504
144000,2020,630
120750,894,308
132500,970,624
132000,1057,576
132500,999,264
129000,1120,544
143900,1696,349
145000,1040,686
128500,988,572
125500,902,288
300000,2503,564
294000,2167,518
129000,1037,431
171000,1701,611
147000,1055,542
302000,2810,750
285000,2872,541
214000,1378,540
166000,1151,484
193800,1565,476
208900,1352,466
194000,1352,466
207500,1550,528
199900,1241,569
164700,1250,528
176500,1501,440
176000,1458,440
168500,1512,440
177000,1573,440
177000,1525,440
148800,1102,480
174000,1441,492
239000,1950,576
204000,1358,625
301000,2048,552
312500,2362,1105
279700,1494,478
255000,2362,546
194000,1432,588
218000,1437,528
213750,1295,571
187000,1855,512
181500,1262,460
373000,2497,676
190000,2620,600
226000,1929,650
143450,1152,412
240050,2411,570
162500,1082,480
164000,1295,528
185000,1610,515
188500,1594,472
255000,2075,473
136905,1680,528
158500,1093,484
175500,1242,528
127000,1052,311
127000,1107,308
143000,1214,318
156000,1073,515
144000,1344,484
119000,1728,352
103000,1224,530
139900,1422,286
151500,958,301
126500,1065,461
145000,1138,264
120000,912,297
124000,1074,396
106500,882,294
140500,1187,440
137500,964,784
117600,894,312
163500,1200,440
161000,1042,440
158000,1302,309
224500,2154,539
147000,1374,286
200000,1652,510
181900,1429,572
150750,1327,624
101800,1224,462
124000,932,306
138500,908,512
39300,334,0
64500,666,0
64000,670,0
112000,808,308
165000,1977,540
144000,1150,288
137000,1920,400
105000,1376,240
146500,1644,312
126000,1560,792
175000,1280,432
158500,1254,525
114500,912,275
144000,1524,315
129000,2380,596
141000,936,315
131000,1008,308
142100,1053,692
139000,1056,308
157900,1442,301
139400,1056,260
150000,1244,336
120000,1144,336
174850,1721,464
116000,922,308
135000,1048,286
163500,1657,484
130000,1411,310
129500,1216,336
142000,1154,336
128600,1560,484
125000,948,410
136000,1040,293
134500,1008,240
127000,925,252
130000,1360,572
115000,1540,352
116900,925,390
132000,928,252
153000,1647,280
112500,924,420
138000,1544,0
135000,893,576
156000,1728,371
301600,3086,1200
109000,1034,240
103200,882,0
128500,1281,580
64500,968,216
148000,1534,0
86000,691,216
172000,1651,276
120000,888,240
128500,952,288
135000,2080,504
122900,924,576
119200,1082,240
143000,1846,315
119000,988,276
102000,1238,357
129000,864,720
135000,1134,254
152000,1040,286
140000,1170,338
152000,1242,324
156500,1377,351
141000,1800,0
99000,925,300
187000,1851,440
169500,1812,264
125500,864,294
130000,936,288
103000,960,576
132000,1432,360
127500,1296,576
89500,1022,184
140000,936,672
99900,967,180
100000,1047,273
130000,1072,379
135000,1174,576
120000,1183,308
89471,1131,672
85000,1141,252
108500,960,308
137000,1798,342
110500,866,0
100000,968,480
184900,1772,816
145000,1642,374
125000,1472,250
114000,1232,480
90000,2337,560
144100,1650,468
117500,2210,205
124500,1358,336
185000,2454,576
133900,2291,506
152000,1616,216
153500,1559,812
159500,2554,704
87000,1248,160
104500,968,331
110000,1382,384
136500,1060,308
128250,1435,308
144000,1167,495
210000,1635,440
135000,1274,224
128000,1232,217
131000,1218,440
113000,884,240
126000,1409,528
132000,1322,280
131750,1426,230
132500,1281,379
137500,1513,180
132000,854,576
127500,1367,560
102000,986,180
200000,2264,408
180500,1824,520
165000,1376,576
90000,1316,576
153575,1396,384
140000,1344,456
136000,2526,216
113000,1173,240
117000,1214,216
169500,1818,240
139400,1108,280
202500,2294,658
127000,1355,0
141000,1375,544
212300,1952,299
161000,2180,720
99500,1315,436
101000,1111,288
109900,1196,440
128500,1382,660
122000,1889,308
87000,840,0
50000,1484,264
219000,2267,498
200500,3086,0
126000,1134,240
108500,1282,240
130000,999,308
158450,1452,572
115400,1005,440
118500,1029,261
165000,1020,528
123000,1040,264
129000,913,240
125000,894,384
108000,948,300
119900,868,576
115000,897,264
134500,943,528
127000,955,386
129000,894,450
143500,1285,528
129000,912,315
187000,1375,323
158000,2654,638
112000,1416,576
165250,1302,224
150000,1299,494
137000,1176,303
89500,998,460
302000,1824,739
182000,1522,552
211000,2060,521
216000,1325,576
130000,1630,649
109900,1242,336
255000,2422,527
243000,2158,576
154000,1626,332
118000,864,399
80000,943,308
150000,1440,0
86000,605,0
130000,1038,264
125000,1342,256
136500,1480,253
96000,1362,280
120000,1340,252
228500,1822,515
179900,1442,719
225000,2243,746
301000,2730,576
238000,2127,833
228500,1982,575
220000,1958,499
383970,2696,792
424870,2828,1052
250000,1651,870
360000,2140,894
279500,1494,840
200141,1316,440
246500,1651,870
276000,2574,868
203000,1274,508
155835,1456,440
194000,1240,826
195400,1208,628
217000,1546,796
212999,1500,674
175900,1270,524
191000,1795,578
176432,1314,440
277000,2062,454
207000,1873,619
277000,2144,389
240000,1953,501
187500,2087,444
279000,1743,529
139500,1022,747
126000,990,299
177500,1200,521
175000,1308,497
211000,1796,546
146000,990,384
147900,1097,242
123600,990,0
204750,1786,684
235500,1873,597
217000,1753,534
190550,1690,517
217500,1842,486
226000,1479,558
180000,1668,500
131000,894,440
153500,1025,370
160000,1009,576
134900,1040,748
130000,907,308
120000,879,440
112500,882,461
122000,969,440
127000,864,576
117000,875,728
305900,2000,888
228500,2169,647
270000,1673,583
192000,1459,527
213000,1932,610
200000,1729,542
267000,2452,683
228000,1592,484
275000,2439,560
211000,1992,608
285000,1668,702
240000,2090,556
131500,848,420
246900,1341,482
219500,1928,434
185000,1337,531
179400,1476,552
213500,1797,639
179600,1422,626
173500,1190,578
167840,1330,437
168675,1491,484
167000,1536,400
140000,1214,461
118500,936,384
110000,1088,520
94750,960,432
122000,1351,576
110000,1179,622
118500,816,0
133500,1044,528
148000,1113,504
141000,2233,579
155000,1125,430
157000,1090,450
171500,1408,489
183850,5095,1154
184750,4676,884
140000,1072,525
131750,960,392
61500,1152,0
111000,948,248
98500,1195,0
79000,774,0
108500,865,216
110000,894,400
112000,1346,384
125000,768,355
79275,864,528
119000,948,280
200000,3395,0
150000,2592,0
165000,1502,180
96500,789,200
136500,1422,352
146500,1298,240
175000,1768,240
148500,1098,216
141500,1436,228
189950,1426,216
135000,1461,225
164000,1646,240
90350,694,352
139000,1250,552
119750,954,240
145000,1958,492
145000,2002,871
238000,1718,264
153500,1226,400
239000,2624,864
359100,3194,380
188000,1755,231
220000,1991,432
140000,1355,528
315000,2727,440
259500,2320,180
257500,1839,416
219500,1740,240
217000,2259,450
201000,1560,580
215000,1488,552
123900,1045,462
170000,1680,628
200000,1020,509
198000,1696,625
200624,2515,484
315000,2726,691
115000,1517,0
141000,1215,720
87000,803,360
129850,1601,0
100000,1123,264
150909,1828,0
75200,816,100
118400,1012,308
67000,1077,338
152000,1558,282
68104,845,256
119600,1991,0
140000,1073,720
124900,1001,216
375000,1625,495
235000,1625,538
183500,1299,486
156000,912,470
134000,1080,484
215000,1392,650
245000,1409,576
210000,1478,506
148000,918,360
143000,1026,528
244000,1501,512
330000,1502,286
170000,1328,308
257000,2279,461
231713,1689,433
267300,1564,502
265900,1484,472
239000,1571,722
248900,1646,870
174000,1240,528
187500,1717,400
204000,1756,422
180500,1312,471
187500,1146,438
282000,1922,692
178000,1491,571
270000,1629,808
279900,2486,452
186700,1572,995
283463,1776,712
392000,1824,932
281213,2482,642
147000,1120,0
130000,2034,1041
140000,936,460
132250,1040,648
143000,1632,576
168000,1622,1356
129900,1060,572
134000,1142,528
85500,1092,253
106500,992,297
93900,1092,0
75000,1092,286
84500,630,0
75190,1092,286
146800,1062,539
153500,1008,678
188000,1356,528
196000,1676,672
157000,1432,531
138000,796,0
129500,768,624
80000,1608,444
129500,845,360
135000,1178,502
124500,816,264
139000,816,264
93500,974,0
124500,887,288
149900,1293,452
157500,1024,313
169000,1797,963
252000,1390,550
192100,1851,506
183500,1525,400
222000,2236,642
170000,1671,423
187500,1498,409
202000,1776,443
185000,1511,413
320000,2462,576
240000,1670,690
250000,2064,527
239900,1801,800
309000,2212,773
274725,2021,422
270000,2687,618
183500,1169,402
165600,1501,420
176500,1632,462
130000,1204,461
239000,1767,504
275000,1742,564
457347,2798,670
545224,3390,758
356383,2473,675
556581,2868,716
361919,2576,666
535000,2698,736
401179,2795,660
438780,2945,641
169000,2320,672
145000,1056,572
318000,1714,517
319000,1826,758
470000,2000,722
202500,1621,440
229000,2183,786
235000,2263,539
190000,1574,566
169000,1102,582
241500,1872,604
188900,1857,482
207500,1686,612
250000,2784,564
179900,1552,434
172000,1083,596
294323,2318,541
184500,1875,485
153500,1074,495
162900,1664,528
181000,1309,484
155000,1103,462
138800,1096,299
116050,864,280
88000,858,0
97500,874,576
190000,1419,543
105500,1092,440
125500,1365,440
83000,987,264
116000,1030,264
91500,1218,0
118000,1218,264
89000,948,264
108000,1092,264
94500,987,288
146300,1069,440
145000,1387,300
123000,900,288
137500,1055,319
144000,1456,460
315000,1980,770
412083,2589,831
342643,2596,840
252000,1618,880
465000,2076,850
293000,1740,874
415000,1868,1085
326000,1850,772
325300,2376,853
309000,2452,691
300000,2206,670
275500,2098,878
338500,2091,521
345000,2324,736
344133,2253,575
298236,2389,672
329900,2358,784
360000,1944,708
281000,1970,753
372397,1792,925
378000,1780,816
374000,1792,874
437154,2728,706
275000,1904,736
279000,1914,746
185850,1364,484
282500,1565,556
202500,1368,474
202665,1368,474
332200,1686,899
310090,1666,575
171750,1405,478
169990,1316,397
170440,1456,390
169985,1492,440
179665,1496,426
219210,1863,660
174190,1326,427
172785,1456,429
258000,2373,632
185101,1492,440
210250,1364,437
234000,1557,420
215000,1456,400
246990,1511,398
178740,1414,398
225000,1548,388
167240,1248,438
156820,1142,440
213490,1506,440
264561,1567,648
246578,1500,648
192140,1838,372
183200,1509,393
178000,1414,403
201490,1598,433
230500,1936,504
180000,1509,393
172400,1664,460
215000,1889,431
199900,1886,431
173000,1671,472
287602,2322,617
230000,2291,429
348000,2392,870
286000,1976,885
300000,2234,768
625000,3627,807
405000,2855,774
280000,1924,592
258000,2263,420
350000,2726,725
584500,3500,959
321000,2494,803
290000,2526,844
315000,2799,704
252000,1964,760
336820,1670,928
423000,2097,1134
290000,1660,500
232000,1616,834
199000,1504,510
198600,1278,584
405749,2640,792
232600,1489,776
266000,1939,1053
186500,1553,615
200825,1716,615
197000,1576,614
185000,1262,572
176000,1266,453
187750,1301,572
139500,1142,0
186800,1400,612
132000,1131,0
142500,1141,484
158000,1158,576
184000,1686,462
184900,1585,449
187000,1837,688
175900,1603,484
248500,1731,462
172000,1398,542
151000,1217,484
150000,1320,472
107000,1056,384
119900,965,300
129500,988,624
125000,1728,504
119500,1654,528
144000,1211,576
151000,1212,492
126000,984,310
116000,909,294
133500,925,484
120875,1024,308
137000,935,288
124000,912,0
135000,1236,288
129200,941,288
260000,2646,550
260000,2417,462
334000,2826,888
310000,2520,796
268000,2295,590
262000,1624,757
176400,1143,588
197000,1247,550
147400,1223,480
149900,1223,480
144152,1200,480
166000,1524,440
183900,1452,506
165000,1382,490
139000,1080,496
200000,1694,434
221000,1568,564
270000,1494,481
165000,1208,546
214000,1235,484
188000,1036,484
190000,1226,484
170000,1226,484
385000,1842,894
146500,1193,501
170000,1920,487
262500,2156,508
179900,1416,776
250000,2654,619
165150,1790,484
164500,1334,477
140000,1164,528
135500,980,384
142000,1051,504
155000,1770,530
157500,976,504
138500,1052,288
140000,898,326
124400,1051,264
158000,1141,568
146000,1200,884
190000,1993,495
136500,1050,368
129900,864,624
145000,1712,588
185900,1565,299
160000,1251,461
167000,1488,430
157500,1440,480
140000,1095,264
150000,1053,750
151500,1248,286
129800,816,240
137000,1008,275
137000,1043,273
121600,1230,305
85500,869,0
79900,747,528
127000,1252,576
161000,1433,441
146500,1624,240
135000,1216,280
137900,2136,528
133000,1578,240
137000,1728,234
121000,936,240
119000,1584,506
172000,1246,441
98600,1235,480
226000,2157,487
118000,1128,286
235000,3112,795
135000,1008,430
132500,1190,540
143000,1144,796
132000,1364,331
145250,1383,292
162000,1336,488
148000,1370,300
141000,1092,299
153000,1124,353
134450,1236,447
135960,943,600
156000,1050,286
140000,1375,451
139500,1008,280
155000,1575,400
127000,1145,684
133500,1005,319
125000,1056,300
142000,884,270
167000,2039,791
159000,1384,896
180000,2640,1008
127000,1312,649
112000,1310,398
99800,713,371
117000,833,326
108480,1073,326
68000,715,660
86900,720,280
120000,1130,720
155500,1595,528
80000,1760,648
105000,1214,936
160000,2414,520
170000,1466,566
160000,1324,440
159950,1086,484
165000,1146,294
159000,1734,440
147000,1207,264
115000,912,288
159500,1194,539
120000,864,288
129900,816,308
183000,1773,418
157500,1472,484
277500,2448,441
207500,1600,319
147500,1521,597
135000,1192,0
109500,1040,625
109900,1040,420
133700,1040,286
81400,1040,400
87500,1040,400
93500,1040,400
119000,1556,0
141000,1150,300
146000,1150,288
155000,1348,453
134500,999,300
120000,1045,528
105000,864,336
124000,1025,0
169000,2014,624
107000,1328,210
135000,1668,240
111500,1657,162
156500,1416,400
178000,1641,546
139900,1428,576
105000,1004,200
110000,813,270
111500,1951,576
108000,1032,280
111500,844,216
124000,1750,240
105000,864,528
116000,1118,440
96900,1376,216
135500,960,576
139000,1566,450
61500,492,200
120000,1182,378
126175,1163,220
64000,840,250
137000,1928,440
87000,1774,779
163000,1768,320
155000,2104,432
79000,1440,352
144000,1690,225
114504,1368,216
157000,1762,576
125000,1200,312
475000,3608,840
93500,1248,0
125000,960,624
64500,1020,0
100000,788,0
140200,1577,312
202500,1827,240
159000,1664,420
119900,1118,410
114500,1176,528
115000,1344,240
75000,1162,258
88000,1015,450
80500,912,0
149000,1576,225
110000,1324,180
110500,1103,440
89000,616,205
113000,1048,280
109000,816,210
220000,2486,576
129000,960,576
117000,1635,255
52500,693,0
107000,1430,370
116500,1330,390
72000,819,0
119500,1376,198
125500,1360,297
91000,1077,210
84500,754,0
90000,984,308
137500,1422,288
150000,1921,576
131000,1640,394
130000,1352,288
125000,1032,260
80000,879,180
157000,1073,246
148000,1382,459
90000,1296,516
154500,1068,264
153600,1064,528
164500,1320,564
132000,934,336
142500,1059,286
158000,1159,336
149500,1400,440
165000,1458,512
180000,1721,440
160500,1040,616
156500,1967,580
157000,1949,586
172500,1920,451
155000,1803,484
170000,1779,454
105000,872,322
145000,960,364
168000,1437,576
278000,1830,521
164000,1000,575
225000,2287,667
130000,810,576
142500,894,440
148400,1700,450
190000,1453,445
146000,1350,504
128000,1150,215
225000,2008,230
274970,2201,432
235000,2009,795
415000,3672,836
182000,1560,528
135000,1488,569
137000,1057,288
136900,1855,325
149900,1609,305
123500,1148,308
93000,1124,0
91500,1456,280
180000,1298,403
209000,2559,506
215000,1911,471
224500,1440,920
229800,1876,848
183600,1208,632
194000,1220,632
193879,1294,662
221500,1614,865
204900,1498,675
239799,1962,868
233555,1846,495
260000,1734,660
294900,1590,754
209700,1809,638
225000,1614,576
181000,1596,610
220000,1915,506
190000,1582,390
180000,988,540
280000,1533,576
158900,1388,522
148000,914,576
145000,1100,462
187000,1499,473
193000,1425,591
156000,990,576
235000,1525,541
217000,1494,576
214000,1588,472
196000,1749,515
217000,1779,586
200000,1861,492
192500,1776,474
205000,1541,843
132500,954,576
157500,1388,317
174000,1282,672
128500,971,300
128500,864,288
149900,894,552
119900,864,297
137000,1320,484
255000,1989,586
222000,1762,591
214000,1755,530
220000,1358,418
275000,1787,748
197000,1909,529
230000,1654,900
268500,2214,646
210900,2049,467
227000,1939,555
237000,1995,610
274300,2097,583
216837,1836,484
133000,848,420
155900,848,420
233230,1919,685
207000,1390,545
195000,1948,434
200000,1700,544
203160,1737,578
195800,1611,572
212900,1552,782
196500,1720,565
198000,1336,502
173900,1500,564
163990,1456,390
164990,1310,400
98000,1436,528
149900,1466,528
102000,1220,396
127500,1012,0
127500,980,0
119900,1176,360
196500,1724,616
117250,914,0
229000,2314,502
145000,1072,525
142500,1072,525
134000,1709,380
130000,1709,380
137500,1709,380
130000,1708,380
97900,936,265
92000,1338,528
107000,1669,288
81000,1184,0
104900,1221,392
115000,864,572
125000,1482,609
116000,1250,280
83000,1414,0
118500,2230,440
35000,498,216
121000,1273,275
160000,1928,0
140000,1595,240
137000,1551,240
128000,1340,440
160000,1479,312
138887,1784,180
149000,1510,216
102000,1522,0
167000,1636,288
200100,1802,216
131000,1465,240
112000,1288,240
140000,1717,642
195000,1550,318
230000,1517,400
194000,1717,410
137500,1180,252
250000,2057,180
218000,1671,451
239000,2345,360
199500,1609,579
210000,1801,365
230000,1811,470
217500,1647,621
257000,2315,342
157000,1336,375
223000,1844,540
102000,976,215
145400,1285,506
72000,672,0
85000,641,272
106500,951,327
139000,1638,384
108000,1336,570
51689,729,0
35311,480,308
115000,1396,0
78000,936,0
375000,1778,495
300000,1646,525
242500,1625,576
145000,1664,616
209000,1491,490
135000,1004,504
148000,1210,528
171000,1959,766
335000,2519,628
230000,1295,312
250764,1650,518
228000,1707,511
176000,1137,551
180000,1339,484
250000,2514,693
202000,1403,470
312500,1800,765
320000,1960,714
369900,2028,880
359900,1838,682
81500,1600,270
215000,1368,784
164000,1216,402
153500,1337,405
84500,1140,0
104500,1304,336
127000,1475,336
151400,2521,576
126500,874,288
146500,1652,928
73000,630,0
79400,1092,253
140000,1360,336
92000,630,0
87550,1092,286
79500,1092,0
90500,1092,0
71000,1092,286
150900,1728,574
188000,1728,560
160000,1126,484
131000,1224,576
142500,1003,588
131000,902,484
132000,970,0
170000,1389,418
188000,2000,650
